pig_age_days,weight_kg,breed,daily_feed_kg,feed_freq,feed_type,fcr,weight_gain_kg_day,growth_stage,body_condition,temperature_c,health_status
49,5.0,Pietrain,0.28,4,Pre_Starter_1,1.63,0.169,pre_starter,2.0,25.2,healthy
60,9.7,Duroc,0.54,2,Starter_1,2.13,0.252,starter,2.2,35.1,healthy
61,8.8,LW_LR_Cross,0.39,3,Starter_1,1.95,0.202,starter,2.5,27.1,healthy
31,5.0,Duroc,0.31,4,Pre_Starter_2,1.69,0.182,pre_starter,2.3,29.9,healthy
171,107.7,Landrace,3.65,2,Finisher_1,3.52,1.038,finisher,2.9,30.5,healthy
21,5.0,Large_White,0.3,3,Pre_Starter_2,1.55,0.193,pre_starter,2.7,28.5,healthy
66,17.3,Duroc,0.9,2,Starter_1,1.68,0.538,starter,2.6,30.8,healthy
121,82.2,Large_White,3.43,3,Grower_1,3.36,1.019,grower,2.8,26.5,healthy
169,114.8,Large_White,3.86,2,Finisher_2,3.19,1.21,finisher,2.4,24.9,healthy
110,69.9,Landrace,2.82,2,Grower_2,2.49,1.131,grower,2.8,28.1,healthy
130,72.2,Pietrain,2.81,2,Grower_2,2.96,0.951,grower,2.6,29.9,healthy
77,23.5,Large_White,1.2,2,Starter_1,2.03,0.591,starter,2.8,26.5,recovering
21,5.0,Pietrain,0.3,3,Pre_Starter_2,1.27,0.234,pre_starter,2.3,28.7,healthy
83,20.6,Pietrain,0.8,2,Grower_1,2.59,0.309,grower,2.2,24.7,healthy
75,15.5,Landrace,0.75,2,Starter_1,1.92,0.393,starter,3.0,28.6,healthy
135,86.6,Large_White,2.7,2,Finisher_1,3.28,0.825,finisher,2.3,26.9,healthy
163,112.9,Large_White,4.41,2,Finisher_2,3.56,1.24,finisher,3.5,28.5,healthy
169,116.0,Duroc,4.88,3,Finisher_1,3.78,1.291,finisher,3.0,28.3,sick
73,22.3,Duroc,1.14,3,Starter_2,2.44,0.467,starter,2.5,25.6,healthy
157,106.1,LW_LR_Cross,3.93,2,Finisher_2,3.04,1.294,finisher,2.8,28.4,healthy
77,33.8,Duroc,1.7,2,Starter_2,1.99,0.854,starter,2.9,26.7,healthy
137,97.7,Large_White,3.21,2,Finisher_1,3.53,0.91,finisher,3.0,30.3,healthy
174,128.1,Large_White,4.5,2,Finisher_1,3.52,1.279,finisher,3.1,30.3,healthy
55,5.0,Duroc,0.32,2,Starter_1,2.04,0.158,starter,2.5,28.5,healthy
83,37.0,Large_White,1.66,3,Grower_1,2.82,0.588,grower,2.5,28.2,healthy
45,5.0,Landrace,0.33,3,Pre_Starter_2,1.67,0.197,pre_starter,2.9,29.9,healthy
110,60.1,Landrace,2.45,2,Grower_2,2.9,0.844,grower,2.6,30.4,healthy
95,45.4,Large_White,1.69,2,Grower_1,2.42,0.698,grower,2.3,31.9,healthy
58,5.8,Large_White,0.31,2,Starter_1,1.74,0.181,starter,2.6,27.4,healthy
150,83.4,Landrace,2.16,2,Finisher_1,3.77,0.574,finisher,2.4,24.9,healthy
155,115.4,Large_White,4.17,3,Finisher_1,3.65,1.144,finisher,3.4,30.4,healthy
111,65.3,Large_White,2.83,2,Grower_2,2.73,1.035,grower,2.9,32.0,healthy
37,5.0,Duroc,0.32,3,Pre_Starter_2,1.57,0.203,pre_starter,1.9,28.2,healthy
148,80.2,Pietrain,3.05,2,Finisher_1,3.68,0.827,finisher,2.9,27.9,healthy
128,86.8,Large_White,3.1,2,Grower_1,3.05,1.016,grower,2.7,32.0,healthy
172,107.0,Pietrain,4.05,2,Finisher_2,3.43,1.18,finisher,3.3,25.3,healthy
45,5.0,Landrace,0.29,3,Pre_Starter_1,1.62,0.179,pre_starter,2.5,27.2,recovering
108,57.0,Landrace,2.48,3,Grower_1,2.77,0.895,grower,2.7,26.4,healthy
49,5.0,LW_LR_Cross,0.33,3,Pre_Starter_2,1.28,0.26,pre_starter,2.4,28.1,sick
83,44.2,Duroc,2.07,3,Grower_1,2.9,0.713,grower,2.6,30.6,healthy
170,96.3,Pietrain,3.47,2,Finisher_2,3.88,0.894,finisher,2.3,24.9,healthy
174,117.9,Large_White,4.37,2,Finisher_1,3.73,1.171,finisher,2.8,30.6,healthy
176,114.2,Large_White,4.46,2,Finisher_2,3.86,1.157,finisher,2.7,25.9,healthy
134,98.8,LW_LR_Cross,3.54,2,Finisher_1,3.55,0.997,finisher,2.8,29.1,healthy
69,9.6,Landrace,0.5,3,Starter_1,1.83,0.27,starter,2.9,22.3,healthy
101,61.5,Large_White,2.46,2,Grower_1,2.85,0.863,grower,3.2,22.9,healthy
104,82.8,Duroc,3.3,3,Grower_2,2.71,1.219,grower,2.9,27.6,healthy
125,65.8,Pietrain,2.6,2,Grower_2,2.88,0.902,grower,2.6,31.2,healthy
168,97.2,LW_LR_Cross,3.53,3,Finisher_1,3.52,1.003,finisher,2.5,30.6,healthy
138,88.0,Landrace,3.34,2,Finisher_1,3.81,0.878,finisher,2.7,24.0,healthy
106,81.0,LW_LR_Cross,3.26,2,Grower_1,2.45,1.328,grower,2.5,30.8,healthy
83,36.7,Large_White,1.38,2,Grower_2,2.22,0.625,grower,2.6,29.3,recovering
124,84.4,Large_White,3.69,2,Grower_1,2.82,1.309,grower,2.8,29.1,recovering
69,20.6,Duroc,1.09,3,Starter_1,1.93,0.565,starter,2.6,33.7,healthy
91,47.9,Large_White,1.8,3,Grower_2,2.67,0.675,grower,2.7,26.4,healthy
21,5.0,Landrace,0.33,3,Pre_Starter_1,1.39,0.235,pre_starter,1.9,30.4,healthy
161,103.6,Duroc,4.11,2,Finisher_2,3.49,1.177,finisher,2.6,28.1,healthy
143,85.7,Landrace,3.4,2,Finisher_2,3.62,0.939,finisher,2.6,32.1,healthy
82,26.8,Large_White,1.05,3,Grower_2,2.94,0.356,grower,2.5,28.9,healthy
52,5.0,Large_White,0.24,3,Starter_2,1.43,0.168,starter,2.6,26.7,healthy
178,117.0,Landrace,3.64,2,Finisher_1,3.47,1.049,finisher,2.8,26.4,healthy
49,5.0,Landrace,0.28,3,Pre_Starter_2,1.23,0.227,pre_starter,3.5,28.6,healthy
69,6.6,Pietrain,0.31,3,Starter_1,2.18,0.14,starter,2.9,26.0,recovering
50,5.0,Pietrain,0.3,3,Pre_Starter_2,1.59,0.189,pre_starter,2.2,22.0,healthy
164,105.9,Landrace,3.34,2,Finisher_1,3.18,1.051,finisher,3.3,31.3,recovering
39,5.0,Pietrain,0.27,4,Pre_Starter_2,1.51,0.178,pre_starter,3.0,30.8,healthy
38,5.0,Large_White,0.34,3,Pre_Starter_2,1.2,0.285,pre_starter,2.1,28.0,healthy
21,5.0,Large_White,0.23,3,Pre_Starter_2,1.57,0.145,pre_starter,2.2,29.8,healthy
98,40.1,Pietrain,1.58,3,Grower_1,2.91,0.543,grower,2.7,29.9,healthy
135,83.5,Landrace,2.55,2,Finisher_1,3.73,0.683,finisher,3.2,28.1,sick
133,93.7,LW_LR_Cross,3.12,2,Finisher_1,3.69,0.845,finisher,3.0,23.6,healthy
134,100.6,Landrace,3.87,2,Finisher_1,3.34,1.16,finisher,2.4,28.9,healthy
83,19.2,Pietrain,0.73,3,Grower_1,2.54,0.289,grower,2.3,27.4,healthy
152,100.7,Landrace,4.24,2,Finisher_1,3.29,1.289,finisher,2.7,33.0,healthy
149,102.2,Landrace,3.69,2,Finisher_1,3.46,1.067,finisher,3.2,29.6,healthy
28,5.0,Landrace,0.27,3,Pre_Starter_1,1.31,0.209,pre_starter,2.1,29.7,healthy
177,121.1,Duroc,4.66,3,Finisher_1,3.4,1.373,finisher,2.6,31.7,sick
75,14.4,Landrace,0.77,3,Starter_2,1.93,0.399,starter,2.6,28.3,healthy
123,90.9,LW_LR_Cross,3.85,2,Grower_1,3.08,1.252,grower,2.9,33.0,healthy
151,118.3,Large_White,4.07,3,Finisher_1,3.64,1.116,finisher,3.3,25.4,healthy
52,5.0,Large_White,0.22,2,Starter_1,1.86,0.116,starter,2.3,27.7,healthy
30,5.0,Landrace,0.29,4,Pre_Starter_2,1.54,0.185,pre_starter,2.8,31.4,healthy
130,120.1,Duroc,5.67,2,Grower_2,2.91,1.953,grower,3.3,24.9,sick
144,97.0,LW_LR_Cross,3.23,2,Finisher_1,2.98,1.083,finisher,2.9,27.1,healthy
107,51.6,Landrace,1.96,2,Grower_2,3.32,0.591,grower,2.6,29.2,healthy
75,32.7,Duroc,1.85,2,Starter_1,1.96,0.944,starter,3.1,29.3,healthy
52,5.0,Landrace,0.26,2,Starter_1,1.82,0.141,starter,2.7,26.4,healthy
155,131.9,Duroc,4.3,2,Finisher_1,3.51,1.227,finisher,3.0,31.6,healthy
113,83.0,LW_LR_Cross,3.36,2,Grower_1,2.57,1.307,grower,2.6,25.5,sick
28,5.0,Large_White,0.34,3,Pre_Starter_2,1.24,0.271,pre_starter,2.9,28.6,healthy
85,29.0,Landrace,1.14,3,Grower_1,2.94,0.388,grower,2.4,26.4,healthy
77,30.0,LW_LR_Cross,1.7,2,Starter_2,2.01,0.849,starter,2.5,23.4,healthy
87,40.1,LW_LR_Cross,1.82,3,Grower_1,2.87,0.635,grower,2.4,26.3,healthy
92,55.2,Duroc,2.16,3,Grower_1,2.38,0.908,grower,2.6,27.2,healthy
74,12.9,Landrace,0.62,2,Starter_1,2.09,0.296,starter,2.7,24.8,healthy
87,42.6,Large_White,1.79,3,Grower_1,2.74,0.652,grower,2.5,31.1,healthy
71,13.1,Landrace,0.56,3,Starter_2,1.75,0.321,starter,2.5,28.4,healthy
117,56.6,Pietrain,2.11,3,Grower_2,2.57,0.822,grower,2.5,28.7,healthy
112,75.1,Duroc,3.28,3,Grower_1,3.19,1.029,grower,3.0,27.8,healthy
28,5.0,Large_White,0.28,3,Pre_Starter_1,1.43,0.198,pre_starter,2.5,27.7,healthy
55,5.0,Large_White,0.26,3,Starter_1,2.31,0.114,starter,2.2,29.4,healthy
116,79.4,Large_White,3.03,2,Grower_2,2.56,1.184,grower,2.8,26.8,healthy
108,66.7,Large_White,2.55,2,Grower_1,2.66,0.959,grower,2.8,22.3,healthy
98,52.1,Large_White,2.2,3,Grower_1,2.7,0.817,grower,2.6,23.4,sick
52,5.0,Landrace,0.27,3,Starter_2,2.15,0.126,starter,1.9,28.8,healthy
140,94.6,Large_White,3.11,3,Finisher_1,3.57,0.87,finisher,3.3,27.3,healthy
66,11.5,Large_White,0.52,3,Starter_2,2.03,0.255,starter,2.2,34.6,healthy
164,112.4,Landrace,3.84,2,Finisher_1,3.81,1.009,finisher,3.2,30.3,healthy
162,116.4,Large_White,4.24,2,Finisher_2,3.68,1.15,finisher,2.9,29.0,healthy
75,21.5,Large_White,1.02,3,Starter_2,1.73,0.587,starter,2.6,23.9,healthy
27,5.0,Landrace,0.33,4,Pre_Starter_2,1.64,0.204,pre_starter,2.5,26.4,healthy
94,56.2,Large_White,2.22,3,Grower_2,2.53,0.878,grower,3.0,30.5,healthy
27,5.0,Landrace,0.28,3,Pre_Starter_2,1.65,0.168,pre_starter,2.6,28.5,healthy
171,111.3,Large_White,4.54,2,Finisher_1,3.63,1.25,finisher,3.0,25.6,healthy
105,41.3,Pietrain,1.72,2,Grower_1,2.94,0.584,grower,2.3,25.0,recovering
167,126.1,LW_LR_Cross,4.22,3,Finisher_1,3.37,1.253,finisher,3.5,29.3,healthy
132,101.7,Duroc,4.08,2,Finisher_1,3.18,1.285,finisher,2.5,26.4,healthy
145,89.6,Landrace,2.9,2,Finisher_1,3.45,0.84,finisher,3.3,26.8,healthy
167,121.2,LW_LR_Cross,4.61,2,Finisher_1,3.59,1.285,finisher,2.5,27.5,healthy
56,5.5,Duroc,0.33,3,Starter_1,2.11,0.155,starter,3.1,31.5,healthy
49,5.0,Large_White,0.27,3,Pre_Starter_1,1.42,0.19,pre_starter,2.6,27.4,healthy
102,50.5,Landrace,1.9,3,Grower_2,2.63,0.722,grower,2.6,31.5,healthy
22,5.0,LW_LR_Cross,0.29,3,Pre_Starter_2,1.45,0.202,pre_starter,2.1,27.0,healthy
149,89.5,Landrace,3.14,2,Finisher_2,3.74,0.839,finisher,2.9,24.4,healthy
67,12.1,Large_White,0.63,2,Starter_1,1.64,0.384,starter,2.7,27.3,healthy
168,115.5,Duroc,4.21,2,Finisher_1,3.42,1.233,finisher,3.0,28.0,healthy
31,5.0,Pietrain,0.25,3,Pre_Starter_1,1.4,0.176,pre_starter,2.4,24.0,healthy
150,108.7,Large_White,3.4,2,Finisher_1,3.65,0.932,finisher,2.7,25.4,sick
139,82.1,Landrace,2.6,2,Finisher_1,3.82,0.681,finisher,3.2,29.4,healthy
160,89.3,Large_White,3.27,2,Finisher_2,3.01,1.087,finisher,2.8,26.8,sick
40,5.0,Duroc,0.28,3,Pre_Starter_2,1.55,0.18,pre_starter,2.6,30.1,healthy
25,5.0,Large_White,0.28,3,Pre_Starter_1,1.63,0.17,pre_starter,2.7,24.5,healthy
57,5.0,Landrace,0.22,3,Starter_2,1.8,0.124,starter,2.1,25.9,healthy
157,85.8,Pietrain,2.94,2,Finisher_2,3.79,0.775,finisher,2.8,29.8,healthy
73,15.1,Landrace,0.81,2,Starter_2,1.8,0.448,starter,3.0,28.3,healthy
119,101.8,Duroc,4.32,2,Grower_1,2.95,1.467,grower,3.0,23.8,sick
106,56.5,Landrace,2.55,2,Grower_2,3.09,0.823,grower,2.9,28.7,healthy
128,81.5,Large_White,3.3,3,Grower_1,2.61,1.263,grower,2.7,31.5,healthy
44,5.0,Duroc,0.31,4,Pre_Starter_1,1.46,0.214,pre_starter,2.8,27.5,healthy
101,63.8,Large_White,2.4,2,Grower_2,3.08,0.78,grower,3.4,26.6,healthy
178,112.9,Landrace,3.94,2,Finisher_1,2.79,1.412,finisher,2.7,30.6,healthy
140,100.8,Large_White,3.28,2,Finisher_2,3.65,0.899,finisher,3.2,26.6,healthy
79,38.2,Duroc,1.85,2,Starter_2,2.36,0.782,starter,2.2,29.4,healthy
148,116.1,LW_LR_Cross,3.79,2,Finisher_1,2.61,1.453,finisher,3.2,27.3,recovering
134,96.6,LW_LR_Cross,3.38,2,Finisher_1,3.82,0.884,finisher,3.0,25.3,healthy
135,77.3,Landrace,2.54,2,Finisher_1,3.75,0.677,finisher,2.5,26.6,healthy
34,5.0,Large_White,0.37,4,Pre_Starter_1,1.49,0.246,pre_starter,2.8,22.4,healthy
29,5.0,Landrace,0.3,4,Pre_Starter_1,1.56,0.192,pre_starter,2.2,30.0,healthy
60,5.0,Pietrain,0.24,3,Starter_1,2.05,0.118,starter,3.1,29.7,healthy
45,5.0,Large_White,0.29,3,Pre_Starter_1,1.42,0.202,pre_starter,2.6,28.6,healthy
123,95.1,LW_LR_Cross,4.77,2,Grower_2,3.11,1.535,grower,2.8,26.5,healthy
42,5.0,Landrace,0.27,3,Pre_Starter_1,1.5,0.181,pre_starter,2.3,30.0,healthy
24,5.0,LW_LR_Cross,0.29,3,Pre_Starter_2,1.56,0.189,pre_starter,2.7,29.6,healthy
174,108.9,Pietrain,3.93,2,Finisher_1,3.21,1.224,finisher,3.1,30.0,healthy
49,5.0,Pietrain,0.29,4,Pre_Starter_2,1.15,0.252,pre_starter,2.6,29.0,healthy
129,83.5,Landrace,2.96,2,Grower_2,2.51,1.181,grower,2.6,27.4,healthy
118,97.8,Large_White,3.92,3,Grower_1,3.26,1.203,grower,2.8,27.4,healthy
57,5.0,Landrace,0.26,2,Starter_2,2.13,0.121,starter,2.3,23.0,sick
95,40.1,Landrace,1.63,3,Grower_2,2.69,0.607,grower,2.2,24.9,healthy
90,46.4,Large_White,1.95,3,Grower_2,2.94,0.662,grower,2.7,29.1,healthy
166,104.9,Landrace,4.27,2,Finisher_1,3.63,1.178,finisher,2.6,31.8,sick
148,90.9,Landrace,3.19,3,Finisher_2,2.96,1.078,finisher,3.5,30.1,recovering
105,82.2,Duroc,3.66,3,Grower_2,3.01,1.214,grower,3.4,27.4,healthy
62,11.7,Duroc,0.5,3,Starter_2,1.62,0.306,starter,2.7,26.0,healthy
120,80.6,Large_White,3.68,2,Grower_2,2.64,1.391,grower,2.3,29.7,healthy
61,8.8,LW_LR_Cross,0.45,3,Starter_1,1.8,0.25,starter,2.7,28.5,healthy
54,5.0,Large_White,0.23,2,Starter_1,2.04,0.114,starter,2.5,25.9,healthy
37,5.0,Landrace,0.29,4,Pre_Starter_1,1.53,0.189,pre_starter,2.9,28.6,recovering
173,111.0,Landrace,4.02,3,Finisher_1,2.6,1.548,finisher,3.3,29.9,healthy
142,78.9,Pietrain,2.85,3,Finisher_1,3.87,0.738,finisher,2.6,24.0,healthy
96,50.5,Large_White,2.0,3,Grower_1,2.82,0.712,grower,2.6,27.7,healthy
107,63.9,Landrace,2.62,2,Grower_1,3.04,0.861,grower,2.6,31.2,healthy
137,114.2,Duroc,4.1,3,Finisher_1,3.51,1.168,finisher,2.9,30.6,healthy
126,76.7,Large_White,3.18,2,Grower_2,2.84,1.119,grower,2.3,27.9,healthy
106,77.3,Duroc,3.3,2,Grower_1,2.44,1.35,grower,2.9,25.5,healthy
47,5.0,LW_LR_Cross,0.31,3,Pre_Starter_2,1.38,0.227,pre_starter,2.5,24.5,healthy
77,27.9,LW_LR_Cross,1.39,2,Starter_1,1.96,0.709,starter,2.5,30.2,healthy
51,5.0,Large_White,0.26,3,Starter_2,2.14,0.121,starter,2.6,26.7,healthy
154,108.9,Large_White,3.54,2,Finisher_1,3.36,1.052,finisher,3.1,29.6,healthy
118,71.2,Landrace,2.83,2,Grower_1,2.62,1.081,grower,3.1,30.9,sick
32,5.0,Landrace,0.28,3,Pre_Starter_2,1.36,0.204,pre_starter,2.8,26.1,healthy
73,21.3,Large_White,0.98,3,Starter_2,2.07,0.473,starter,2.9,27.1,healthy
158,115.5,Large_White,3.8,3,Finisher_2,3.47,1.093,finisher,2.7,30.9,healthy
165,118.3,LW_LR_Cross,4.15,2,Finisher_1,3.24,1.282,finisher,2.7,27.5,healthy
174,117.4,LW_LR_Cross,4.0,2,Finisher_2,3.44,1.163,finisher,3.3,29.4,healthy
142,97.6,Large_White,3.53,2,Finisher_1,3.27,1.078,finisher,3.4,27.2,healthy
66,8.3,Landrace,0.41,2,Starter_1,1.8,0.227,starter,2.8,25.1,healthy
84,29.6,Landrace,1.25,3,Grower_1,2.4,0.521,grower,2.7,29.3,healthy
150,114.4,Large_White,3.98,3,Finisher_1,3.09,1.286,finisher,3.0,31.8,healthy
74,25.9,Duroc,1.38,3,Starter_2,1.99,0.695,starter,3.5,29.0,healthy
127,102.9,Duroc,4.93,2,Grower_2,2.29,2.148,grower,3.2,29.5,healthy
71,20.1,LW_LR_Cross,0.99,3,Starter_2,1.83,0.539,starter,2.5,29.6,healthy
56,6.4,Duroc,0.33,2,Starter_1,2.13,0.154,starter,3.1,32.2,healthy
135,91.0,Landrace,3.44,2,Finisher_2,3.79,0.908,finisher,3.4,27.2,sick
46,5.0,Duroc,0.29,3,Pre_Starter_2,1.56,0.186,pre_starter,2.1,22.5,healthy
49,5.0,Large_White,0.33,3,Pre_Starter_2,1.62,0.205,pre_starter,2.2,31.2,healthy
169,131.2,Duroc,4.72,2,Finisher_1,3.51,1.347,finisher,3.0,24.3,healthy
31,5.0,Landrace,0.27,4,Pre_Starter_1,1.34,0.204,pre_starter,2.9,26.8,healthy
60,6.1,Large_White,0.33,2,Starter_1,2.14,0.152,starter,2.4,26.0,healthy
31,5.0,Large_White,0.29,4,Pre_Starter_2,1.57,0.187,pre_starter,2.2,26.0,healthy
133,102.4,Large_White,4.14,2,Finisher_1,3.34,1.241,finisher,3.2,30.3,healthy
59,5.9,LW_LR_Cross,0.3,2,Starter_1,1.88,0.161,starter,1.9,29.7,healthy
74,19.0,Large_White,0.96,2,Starter_1,1.99,0.481,starter,2.5,25.9,healthy
118,81.8,Large_White,3.13,2,Grower_1,3.08,1.015,grower,2.5,31.1,healthy
75,15.8,Landrace,0.77,2,Starter_1,1.92,0.398,starter,2.6,27.4,healthy
131,106.8,Duroc,3.83,2,Finisher_1,2.59,1.481,finisher,2.7,32.7,healthy
172,126.7,Large_White,4.94,3,Finisher_2,3.63,1.361,finisher,3.0,27.0,healthy
170,107.9,LW_LR_Cross,3.95,3,Finisher_1,3.17,1.246,finisher,3.1,26.9,healthy
89,46.7,LW_LR_Cross,2.01,3,Grower_1,2.91,0.689,grower,2.7,27.1,healthy
76,29.7,Duroc,1.57,2,Starter_2,2.08,0.756,starter,2.5,25.7,healthy
53,5.0,Duroc,0.25,3,Starter_2,2.31,0.11,starter,2.4,29.4,healthy
56,5.0,Large_White,0.26,3,Starter_1,1.98,0.13,starter,3.2,26.3,healthy
168,127.3,Landrace,4.96,2,Finisher_1,3.65,1.36,finisher,3.3,27.3,healthy
101,46.7,Pietrain,1.64,3,Grower_1,2.83,0.578,grower,2.6,29.2,healthy
129,81.2,Large_White,3.35,2,Grower_1,3.02,1.109,grower,2.9,33.0,recovering
174,105.6,Large_White,4.17,3,Finisher_1,2.43,1.713,finisher,3.1,26.3,healthy
93,56.0,Duroc,2.21,3,Grower_1,2.63,0.84,grower,2.5,26.6,healthy
60,6.2,Large_White,0.33,3,Starter_2,1.95,0.171,starter,2.5,26.5,healthy
37,5.0,LW_LR_Cross,0.33,3,Pre_Starter_1,1.51,0.219,pre_starter,2.2,29.1,recovering
149,104.2,Large_White,3.24,2,Finisher_1,3.14,1.034,finisher,2.6,26.8,healthy
81,16.5,Pietrain,0.68,3,Grower_2,2.87,0.236,grower,2.8,25.8,healthy
124,72.7,Landrace,2.72,3,Grower_2,3.02,0.902,grower,3.1,28.3,healthy
62,5.0,Pietrain,0.24,2,Starter_2,1.86,0.131,starter,2.9,29.5,healthy
45,5.0,Landrace,0.32,4,Pre_Starter_2,1.35,0.236,pre_starter,2.5,26.8,healthy
59,5.0,Landrace,0.27,3,Starter_1,2.08,0.129,starter,2.4,28.2,healthy
55,5.0,LW_LR_Cross,0.22,2,Starter_1,2.03,0.11,starter,2.5,28.7,healthy
151,94.7,Landrace,3.75,3,Finisher_2,3.57,1.05,finisher,2.4,28.0,healthy
128,74.5,Landrace,3.23,2,Grower_1,2.44,1.325,grower,3.2,28.8,healthy
122,74.7,Landrace,3.16,2,Grower_2,3.48,0.907,grower,2.0,25.9,healthy
118,109.1,Duroc,4.71,2,Grower_2,2.18,2.155,grower,3.2,25.4,healthy
32,5.0,Landrace,0.28,3,Pre_Starter_2,1.63,0.174,pre_starter,2.2,26.0,healthy
39,5.0,LW_LR_Cross,0.28,3,Pre_Starter_2,1.39,0.2,pre_starter,2.5,22.2,healthy
121,88.5,Large_White,3.11,2,Grower_1,3.56,0.874,grower,2.6,25.0,healthy
64,6.9,Landrace,0.36,2,Starter_1,2.09,0.172,starter,2.3,29.8,healthy
69,9.0,Pietrain,0.47,2,Starter_1,2.21,0.21,starter,1.8,29.7,healthy
37,5.0,Duroc,0.31,3,Pre_Starter_2,1.57,0.199,pre_starter,2.1,24.7,healthy
94,62.1,LW_LR_Cross,2.44,3,Grower_1,2.19,1.117,grower,3.0,23.7,healthy
77,30.2,LW_LR_Cross,1.55,2,Starter_1,2.02,0.765,starter,2.3,28.1,healthy
75,16.1,Landrace,0.75,2,Starter_2,2.07,0.361,starter,2.2,29.3,healthy
67,12.8,Large_White,0.64,3,Starter_2,2.09,0.306,starter,2.5,26.0,healthy
32,5.0,Large_White,0.28,3,Pre_Starter_2,1.68,0.168,pre_starter,1.8,26.5,healthy
82,39.0,Duroc,1.71,2,Grower_1,2.86,0.6,grower,2.6,29.9,healthy
100,61.8,LW_LR_Cross,2.75,3,Grower_1,3.0,0.918,grower,2.8,32.2,healthy
103,64.4,Large_White,2.68,2,Grower_1,2.61,1.025,grower,2.9,26.5,healthy
28,5.0,Large_White,0.3,3,Pre_Starter_1,1.24,0.241,pre_starter,2.2,29.4,healthy
169,115.5,Large_White,4.38,3,Finisher_1,3.22,1.36,finisher,3.3,27.9,healthy
101,41.3,Pietrain,1.57,3,Grower_1,2.61,0.601,grower,3.0,30.7,recovering
138,93.2,Landrace,3.46,2,Finisher_1,3.22,1.073,finisher,2.4,25.2,healthy
45,5.0,Landrace,0.28,3,Pre_Starter_1,1.32,0.211,pre_starter,2.7,28.0,healthy
109,60.1,Landrace,2.27,2,Grower_1,2.56,0.886,grower,2.8,26.4,healthy
32,5.0,Pietrain,0.26,3,Pre_Starter_2,1.43,0.182,pre_starter,2.7,27.8,healthy
163,117.9,Duroc,4.16,2,Finisher_2,3.19,1.302,finisher,2.8,30.2,healthy
79,37.7,Duroc,2.14,2,Starter_2,2.51,0.85,starter,2.3,28.0,recovering
174,116.7,Large_White,3.78,2,Finisher_1,3.08,1.227,finisher,2.9,26.1,healthy
129,84.2,Landrace,2.73,3,Grower_2,2.91,0.939,grower,3.0,30.3,healthy
46,5.0,Duroc,0.3,3,Pre_Starter_2,1.42,0.214,pre_starter,2.6,29.3,healthy
67,16.0,LW_LR_Cross,0.74,3,Starter_2,2.11,0.351,starter,2.7,28.6,healthy
52,5.0,Large_White,0.24,3,Starter_2,1.95,0.123,starter,2.2,25.0,healthy
30,5.0,Large_White,0.35,3,Pre_Starter_1,1.63,0.217,pre_starter,2.9,29.2,healthy
36,5.0,Large_White,0.28,3,Pre_Starter_2,1.44,0.193,pre_starter,2.9,26.4,healthy
165,102.2,Landrace,3.7,2,Finisher_1,3.53,1.048,finisher,3.0,25.5,healthy
171,99.2,Pietrain,3.28,3,Finisher_1,2.84,1.155,finisher,2.6,25.7,healthy
46,5.0,Large_White,0.31,3,Pre_Starter_1,1.29,0.239,pre_starter,2.6,29.5,healthy
106,53.0,Landrace,2.0,2,Grower_2,2.41,0.829,grower,2.6,29.1,healthy
155,99.6,Landrace,3.76,2,Finisher_1,3.95,0.95,finisher,2.8,28.0,healthy
34,5.0,Large_White,0.31,3,Pre_Starter_2,1.64,0.189,pre_starter,2.7,22.6,healthy
99,52.0,Landrace,2.11,3,Grower_1,2.85,0.74,grower,2.6,30.7,healthy
137,91.1,Large_White,3.21,3,Finisher_1,3.81,0.843,finisher,3.3,30.1,healthy
27,5.0,Landrace,0.32,3,Pre_Starter_2,1.35,0.241,pre_starter,2.7,26.6,healthy
157,110.7,Duroc,4.26,3,Finisher_1,3.95,1.081,finisher,3.3,31.4,healthy
135,101.2,Landrace,3.58,3,Finisher_1,3.53,1.014,finisher,2.7,25.5,healthy
92,52.0,Large_White,2.18,3,Grower_1,2.74,0.796,grower,2.5,28.2,sick
79,26.6,LW_LR_Cross,1.17,3,Starter_1,2.2,0.529,starter,2.2,28.3,healthy
102,69.3,Duroc,2.95,3,Grower_1,3.04,0.971,grower,3.2,28.6,healthy
136,85.8,Pietrain,2.84,3,Finisher_1,3.07,0.923,finisher,3.7,24.5,healthy
166,116.0,Large_White,4.47,3,Finisher_2,3.76,1.188,finisher,3.1,24.1,healthy
123,90.6,Large_White,3.43,2,Grower_2,2.76,1.245,grower,3.0,27.8,healthy
37,5.0,Large_White,0.31,3,Pre_Starter_2,1.54,0.198,pre_starter,2.4,25.8,healthy
34,5.0,Large_White,0.35,3,Pre_Starter_2,1.44,0.242,pre_starter,3.0,28.8,sick
179,114.8,Landrace,3.93,2,Finisher_1,3.17,1.239,finisher,3.0,28.3,healthy
172,113.5,LW_LR_Cross,3.59,3,Finisher_1,3.09,1.16,finisher,2.8,31.3,recovering
128,74.3,Landrace,3.39,3,Grower_1,2.65,1.28,grower,2.4,31.2,healthy
65,9.4,Large_White,0.44,2,Starter_1,2.09,0.213,starter,2.2,28.1,healthy
118,93.2,Duroc,3.61,3,Grower_2,2.86,1.26,grower,2.9,31.7,healthy
151,90.9,Large_White,2.91,2,Finisher_1,3.56,0.817,finisher,2.3,28.5,healthy
57,7.0,Duroc,0.39,3,Starter_1,2.16,0.181,starter,2.2,27.9,healthy
